TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2019-20 Sem 2,UG,CUND9003,2H,2020-03-20,2020-04-03,,,,,FRI,,,CPD-LG.37,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2H,2020-04-17,2020-04-24,,,,,FRI,,,CPD-LG.37,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2I,2020-01-24,2020-01-24,,,,,FRI,,,CPD-LG.16,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2I,2020-02-07,2020-03-06,,,,,FRI,,,CPD-LG.16,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2I,2020-03-20,2020-04-03,,,,,FRI,,,CPD-LG.16,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2I,2020-04-17,2020-04-24,,,,,FRI,,,CPD-LG.16,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2J,2020-01-22,2020-01-22,,,WED,,,,,CPD-3.21,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2J,2020-02-05,2020-03-04,,,WED,,,,,CPD-3.21,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2J,2020-03-18,2020-04-29,,,WED,,,,,CPD-3.21,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,EASC1020,2A,2020-01-20,2020-04-27,MON,,,,,,,JLG03,15:30,17:20,Introduction to climate science,Science Faculty,"Li,Sheng Hua; Liu,Zhonghui"
2019-20 Sem 2,UG,EASC1020,2A,2020-01-24,2020-05-01,,,,,FRI,,,JLG03,15:30,17:20,Introduction to climate science,Science Faculty,"Li,Sheng Hua; Liu,Zhonghui"
2019-20 Sem 2,UG,EASC1401,2B,2020-01-20,2020-04-27,MON,,,,,,,LE6,12:30,14:20,Blue planet,Science Faculty,"Bach,Petra Anneliese"
2019-20 Sem 2,UG,EASC1401,2B,2020-01-23,2020-03-05,,,,THU,,,,LE6,10:30,12:20,Blue planet,Science Faculty,"Bach,Petra Anneliese"
2019-20 Sem 2,UG,EASC1401,2B,2020-03-19,2020-04-30,,,,THU,,,,LE6,10:30,12:20,Blue planet,Science Faculty,"Bach,Petra Anneliese"
2019-20 Sem 2,UG,EASC1403,2A,2020-01-20,2020-04-27,MON,,,,,,,JLG05,09:30,11:20,Geological heritage of Hong Kong,Science Faculty,"Zhou,Mei Fu"
2019-20 Sem 2,UG,EASC1403,2A,2020-02-01,2020-03-28,,,,,,SAT,,,09:30,17:20,Geological heritage of Hong Kong,Science Faculty,"Zhou,Mei Fu"
2019-20 Sem 2,UG,EASC1403,2A,2020-04-18,2020-05-02,,,,,,SAT,,,09:30,17:20,Geological heritage of Hong Kong,Science Faculty,"Zhou,Mei Fu"
2019-20 Sem 2,UG,EASC1406,2A,2020-01-21,2020-03-03,,TUE,,,,,,JLG05,10:30,12:20,Introduction to the earth-life system,Science Faculty,"Crowe,Sean Andrew"
2019-20 Sem 2,UG,EASC1406,2A,2020-01-23,2020-03-05,,,,THU,,,,KKLG105,16:30,18:20,Introduction to the earth-life system,Science Faculty,"Crowe,Sean Andrew"
2019-20 Sem 2,UG,EASC1406,2A,2020-03-17,2020-04-28,,TUE,,,,,,JLG05,10:30,12:20,Introduction to the earth-life system,Science Faculty,"Crowe,Sean Andrew"
2019-20 Sem 2,UG,EASC1406,2A,2020-03-19,2020-04-30,,,,THU,,,,KKLG105,16:30,18:20,Introduction to the earth-life system,Science Faculty,"Crowe,Sean Andrew"
2019-20 Sem 2,UG,EASC2401,2A,2020-01-21,2020-01-21,,TUE,,,,,,JLG05,16:30,18:20,Fluid/solid interactions in earth processes,Science Faculty,"Lemke,Kono Heinz"
2019-20 Sem 2,UG,EASC2401,2A,2020-01-24,2020-05-01,,,,,FRI,,,JL104,11:30,13:20,Fluid/solid interactions in earth processes,Science Faculty,"Lemke,Kono Heinz"
2019-20 Sem 2,UG,EASC2401,2A,2020-02-04,2020-03-03,,TUE,,,,,,JLG05,16:30,18:20,Fluid/solid interactions in earth processes,Science Faculty,"Lemke,Kono Heinz"
2019-20 Sem 2,UG,EASC2401,2A,2020-03-17,2020-04-28,,TUE,,,,,,JLG05,16:30,18:20,Fluid/solid interactions in earth processes,Science Faculty,"Lemke,Kono Heinz"
2019-20 Sem 2,UG,EASC2408,2A,2020-01-20,2020-04-27,MON,,,,,,,MB217,12:30,14:20,Planetary geology,Science Faculty,"Lee,Man Hoi; Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC2408,2A,2020-01-24,2020-05-01,,,,,FRI,,,MB217,13:30,15:20,Planetary geology,Science Faculty,"Lee,Man Hoi; Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC2410,2A,2020-01-22,2020-03-04,,,WED,,,,,JL104,10:30,12:20,Data analysis and modeling in earth sciences,Science Faculty,"Zhang,Binzheng"
2019-20 Sem 2,UG,EASC2410,2A,2020-01-23,2020-03-05,,,,THU,,,,JL104,13:30,15:20,Data analysis and modeling in earth sciences,Science Faculty,"Zhang,Binzheng"
2019-20 Sem 2,UG,EASC2410,2A,2020-03-18,2020-04-29,,,WED,,,,,JL104,10:30,12:20,Data analysis and modeling in earth sciences,Science Faculty,"Zhang,Binzheng"
2019-20 Sem 2,UG,EASC2410,2A,2020-03-19,2020-04-30,,,,THU,,,,JL104,13:30,15:20,Data analysis and modeling in earth sciences,Science Faculty,"Zhang,Binzheng"
2019-20 Sem 2,UG,EASC3402,2A,2020-01-20,2020-04-27,MON,,,,,,,JL105,14:30,16:20,Petrology,Science Faculty,"Pittman,Michael David; Sun,Min; Zhao,Guochun"
2019-20 Sem 2,UG,EASC3402,2A,2020-01-20,2020-04-27,MON,,,,,,,JLG05,12:30,14:20,Petrology,Science Faculty,"Pittman,Michael David; Sun,Min; Zhao,Guochun"
2019-20 Sem 2,UG,EASC3403,2A,2020-01-21,2020-03-03,,TUE,,,,,,JLG04,10:30,12:20,Sedimentary environments,Science Faculty,"King,Jessica Ann; Mc Kenzie,Neil Ryan"
2019-20 Sem 2,UG,EASC3403,2A,2020-01-21,2020-03-03,,TUE,,,,,,JLG04,13:30,15:20,Sedimentary environments,Science Faculty,"King,Jessica Ann; Mc Kenzie,Neil Ryan"
2019-20 Sem 2,UG,EASC3403,2A,2020-03-17,2020-04-28,,TUE,,,,,,JLG04,10:30,12:20,Sedimentary environments,Science Faculty,"King,Jessica Ann; Mc Kenzie,Neil Ryan"
2019-20 Sem 2,UG,EASC3403,2A,2020-03-17,2020-04-28,,TUE,,,,,,JLG04,13:30,15:20,Sedimentary environments,Science Faculty,"King,Jessica Ann; Mc Kenzie,Neil Ryan"
2019-20 Sem 2,UG,EASC3405,2A,2020-01-22,2020-03-04,,,WED,,,,,LE2,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2A,2020-01-23,2020-03-05,,,,THU,,,,HC320,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2A,2020-03-18,2020-04-29,,,WED,,,,,LE2,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2A,2020-03-19,2020-04-30,,,,THU,,,,HC320,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2B,2020-01-22,2020-03-04,,,WED,,,,,LE2,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2B,2020-01-23,2020-03-05,,,,THU,,,,HC320,13:30,15:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2B,2020-03-18,2020-04-29,,,WED,,,,,LE2,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2B,2020-03-19,2020-04-30,,,,THU,,,,HC320,13:30,15:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2C,2020-01-22,2020-03-04,,,WED,,,,,LE2,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2C,2020-01-24,2020-05-01,,,,,FRI,,,HC320,09:30,11:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3405,2C,2020-03-18,2020-04-29,,,WED,,,,,LE2,10:30,12:20,Environmental remote sensing,Science Faculty,"Michalski,Joseph Ryan"
2019-20 Sem 2,UG,EASC3406,2A,2020-01-21,2020-03-03,,TUE,,,,,,KK102,16:30,18:20,Reconstruction of past climate,Science Faculty,"Li,Sheng Hua"
2019-20 Sem 2,UG,EASC3406,2A,2020-01-23,2020-03-05,,,,THU,,,,KK102,10:30,12:20,Reconstruction of past climate,Science Faculty,"Li,Sheng Hua"
2019-20 Sem 2,UG,EASC3406,2A,2020-03-17,2020-04-28,,TUE,,,,,,KK102,16:30,18:20,Reconstruction of past climate,Science Faculty,"Li,Sheng Hua"
2019-20 Sem 2,UG,EASC3406,2A,2020-03-19,2020-04-30,,,,THU,,,,KK102,10:30,12:20,Reconstruction of past climate,Science Faculty,"Li,Sheng Hua"
2019-20 Sem 2,UG,EASC3408,2A,2020-01-23,2020-03-05,,,,THU,,,,JL104,16:30,18:20,Geophysics,Science Faculty,"Nakagawa,Takashi; Zhang,Binzheng"
2019-20 Sem 2,UG,EASC3408,2A,2020-01-24,2020-05-01,,,,,FRI,,,JL104,16:30,18:20,Geophysics,Science Faculty,"Nakagawa,Takashi; Zhang,Binzheng"
2019-20 Sem 2,UG,EASC3408,2A,2020-03-19,2020-04-30,,,,THU,,,,JL104,16:30,18:20,Geophysics,Science Faculty,"Nakagawa,Takashi; Zhang,Binzheng"
2019-20 Sem 2,UG,EASC3409,2A,2020-01-24,2020-05-01,,,,,FRI,,,JL105,12:30,14:20,Igneous and metamorphic petrogenesis,Science Faculty,"Sun,Min; Zhao,Guochun"
2019-20 Sem 2,UG,EASC3409,2A,2020-01-24,2020-05-01,,,,,FRI,,,JL105,14:30,16:20,Igneous and metamorphic petrogenesis,Science Faculty,"Sun,Min; Zhao,Guochun"
2019-20 Sem 2,UG,EASC3413,2A,2020-01-22,2020-03-04,,,WED,,,,,JL104_105,14:30,16:20,Engineering geology,Science Faculty,"Jiao,Jiu Jiu Jimmy; Wong,Ngai Yuen Louis"
2019-20 Sem 2,UG,EASC3413,2A,2020-01-22,2020-03-04,,,WED,,,,,JL104_105,16:30,18:20,Engineering geology,Science Faculty,"Jiao,Jiu Jiu Jimmy; Wong,Ngai Yuen Louis"
2019-20 Sem 2,UG,EASC3413,2A,2020-03-18,2020-04-29,,,WED,,,,,JL104_105,14:30,16:20,Engineering geology,Science Faculty,"Jiao,Jiu Jiu Jimmy; Wong,Ngai Yuen Louis"
2019-20 Sem 2,UG,EASC3413,2A,2020-03-18,2020-04-29,,,WED,,,,,JL104_105,16:30,18:20,Engineering geology,Science Faculty,"Jiao,Jiu Jiu Jimmy; Wong,Ngai Yuen Louis"
2019-20 Sem 2,UG,EASC3414,2A,2020-01-20,2020-04-27,MON,,,,,,,JL104,10:30,12:20,Soil and rock mechanics,Science Faculty,"Jiao,Jiu Jiu Jimmy; Wong,Ngai Yuen Louis"
2019-20 Sem 2,UG,EASC3414,2A,2020-01-24,2020-05-01,,,,,FRI,,,JL106,09:30,11:20,Soil and rock mechanics,Science Faculty,"Jiao,Jiu Jiu Jimmy; Wong,Ngai Yuen Louis"
2019-20 Sem 2,UG,EASC3418,2A,2020-01-20,2020-04-27,MON,,,,,,,KB111,15:30,17:20,Coasts and coastal change,Science Faculty,"Zong,Yongqiang"
2019-20 Sem 2,UG,EASC3418,2A,2020-01-23,2020-03-05,,,,THU,,,,KB113,13:30,15:20,Coasts and coastal change,Science Faculty,"Zong,Yongqiang"
2019-20 Sem 2,UG,EASC3418,2A,2020-03-19,2020-04-30,,,,THU,,,,KB113,13:30,15:20,Coasts and coastal change,Science Faculty,"Zong,Yongqiang"
2019-20 Sem 2,UG,EASC3999,FA,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Directed studies in earth sciences,Science Faculty,
2019-20 Sem 2,UG,EASC4406,2A,2020-01-20,2020-04-27,MON,,,,,,,KB113,16:30,18:20,Earth Dynamics & Global Tectonics,Science Faculty,"Nakagawa,Takashi; Zhao,Guochun"
2019-20 Sem 2,UG,EASC4406,2A,2020-01-22,2020-03-04,,,WED,,,,,JLG03,10:30,12:20,Earth Dynamics & Global Tectonics,Science Faculty,"Nakagawa,Takashi; Zhao,Guochun"
2019-20 Sem 2,UG,EASC4406,2A,2020-03-18,2020-04-29,,,WED,,,,,JLG03,10:30,12:20,Earth Dynamics & Global Tectonics,Science Faculty,"Nakagawa,Takashi; Zhao,Guochun"
2019-20 Sem 2,UG,EASC4911,2A,2020-01-20,2020-04-27,MON,,,,,,,MB122,09:30,11:20,Earth system: contemporary issues,Science Faculty,"Chang,Su-Chin"
2019-20 Sem 2,UG,EASC4955,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Integrated field studies,Science Faculty,"King,Jessica Ann; Mc Kenzie,Neil Ryan; Webb,Andrew Alexander Gordon"
2019-20 Sem 2,UG,EASC4966,2B,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Earth sciences internship,Science Faculty,
2019-20 Sem 2,UG,EASC4999,FA,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Earth sciences project,Science Faculty,
2019-20 Sem 2,UG,ECON1210,2H,2020-01-21,2020-01-21,,TUE,,,,,,CYCP1,13:30,16:20,Introductory microeconomics,Faculty of Business and Econom,"Wong,Ka Fu"
2019-20 Sem 2,UG,ECON1210,2H,2020-02-04,2020-03-03,,TUE,,,,,,CYCP1,13:30,16:20,Introductory microeconomics,Faculty of Business and Econom,"Wong,Ka Fu"
2019-20 Sem 2,UG,ECON1210,2H,2020-03-17,2020-04-28,,TUE,,,,,,CYCP1,13:30,16:20,Introductory microeconomics,Faculty of Business and Econom,"Wong,Ka Fu"
2019-20 Sem 2,UG,ECON1210,2I,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Introductory microeconomics,Faculty of Business and Econom,"Wong,Ka Fu"
2019-20 Sem 2,UG,ECON1210,2J,2020-01-20,2020-01-20,MON,,,,,,,CYPP4,09:30,12:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1210,2J,2020-02-03,2020-03-02,MON,,,,,,,CYPP4,09:30,12:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1210,2J,2020-03-23,2020-04-06,MON,,,,,,,CYPP4,09:30,12:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1210,2J,2020-04-20,2020-04-27,MON,,,,,,,CYPP4,09:30,12:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1210,2K,2020-01-21,2020-01-21,,TUE,,,,,,LE4,13:30,16:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1210,2K,2020-02-04,2020-03-03,,TUE,,,,,,LE4,13:30,16:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1210,2K,2020-03-17,2020-04-28,,TUE,,,,,,LE4,13:30,16:20,Introductory microeconomics,Faculty of Business and Econom,"Klopfer,John Bodian"
2019-20 Sem 2,UG,ECON1220,2D,2020-01-20,2020-01-20,MON,,,,,,,MB217,09:30,12:20,Introductory macroeconomics,Faculty of Business and Econom,"Yuen,Chi Wa"
2019-20 Sem 2,UG,ECON1220,2D,2020-02-03,2020-03-02,MON,,,,,,,MB217,09:30,12:20,Introductory macroeconomics,Faculty of Business and Econom,"Yuen,Chi Wa"
2019-20 Sem 2,UG,ECON1220,2D,2020-03-23,2020-04-06,MON,,,,,,,MB217,09:30,12:20,Introductory macroeconomics,Faculty of Business and Econom,"Yuen,Chi Wa"
2019-20 Sem 2,UG,ECON1220,2D,2020-04-20,2020-04-27,MON,,,,,,,MB217,09:30,12:20,Introductory macroeconomics,Faculty of Business and Econom,"Yuen,Chi Wa"
2019-20 Sem 2,UG,ECON1220,2E,2020-01-21,2020-01-21,,TUE,,,,,,MB201,09:30,10:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2E,2020-01-24,2020-01-24,,,,,FRI,,,MB201,09:30,11:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2E,2020-02-04,2020-03-03,,TUE,,,,,,MB201,09:30,10:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2E,2020-02-07,2020-03-06,,,,,FRI,,,MB201,09:30,11:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2E,2020-03-17,2020-04-28,,TUE,,,,,,MB201,09:30,10:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2E,2020-03-20,2020-04-03,,,,,FRI,,,MB201,09:30,11:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2E,2020-04-17,2020-04-24,,,,,FRI,,,MB201,09:30,11:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-01-21,2020-01-21,,TUE,,,,,,MWT3,13:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-01-24,2020-01-24,,,,,FRI,,,MWT3,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-02-04,2020-03-03,,TUE,,,,,,MWT3,13:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-02-07,2020-03-06,,,,,FRI,,,MWT3,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-03-17,2020-04-28,,TUE,,,,,,MWT3,13:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-03-20,2020-04-03,,,,,FRI,,,MWT3,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2F,2020-04-17,2020-04-24,,,,,FRI,,,MWT3,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Kwok,Siu Kit Claudian"
2019-20 Sem 2,UG,ECON1220,2G,2020-01-20,2020-01-20,MON,,,,,,,MB201,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2G,2020-01-23,2020-01-23,,,,THU,,,,MB201,13:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2G,2020-02-03,2020-03-02,MON,,,,,,,MB201,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2G,2020-02-06,2020-03-05,,,,THU,,,,MB201,13:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2G,2020-03-19,2020-04-23,,,,THU,,,,MB201,13:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2G,2020-03-23,2020-04-06,MON,,,,,,,MB201,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2G,2020-04-20,2020-04-27,MON,,,,,,,MB201,14:30,15:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-01-20,2020-01-20,MON,,,,,,,MB201,15:30,17:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-01-23,2020-01-23,,,,THU,,,,MB201,15:30,16:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-02-03,2020-03-02,MON,,,,,,,MB201,15:30,17:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-02-06,2020-03-05,,,,THU,,,,MB201,15:30,16:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-03-19,2020-04-23,,,,THU,,,,MB201,15:30,16:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-03-23,2020-04-06,MON,,,,,,,MB201,15:30,17:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1220,2H,2020-04-20,2020-04-27,MON,,,,,,,MB201,15:30,17:20,Introductory macroeconomics,Faculty of Business and Econom,"Zhang,Lei"
2019-20 Sem 2,UG,ECON1280,2A,2020-01-22,2020-01-22,,,WED,,,,,MB237,09:30,12:20,Analysis of economic data,Faculty of Business and Econom,"Qin,Bei"
2019-20 Sem 2,UG,ECON1280,2A,2020-02-05,2020-03-04,,,WED,,,,,MB237,09:30,12:20,Analysis of economic data,Faculty of Business and Econom,"Qin,Bei"
2019-20 Sem 2,UG,ECON1280,2A,2020-03-18,2020-04-29,,,WED,,,,,MB237,09:30,12:20,Analysis of economic data,Faculty of Business and Econom,"Qin,Bei"
2019-20 Sem 2,UG,ECON2210,2C,2020-01-20,2020-01-20,MON,,,,,,,KK202,09:30,12:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2210,2C,2020-02-03,2020-03-02,MON,,,,,,,KK202,09:30,12:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2210,2C,2020-03-23,2020-04-06,MON,,,,,,,KK202,09:30,12:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2210,2C,2020-04-20,2020-04-27,MON,,,,,,,KK202,09:30,12:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2210,2D,2020-01-21,2020-01-21,,TUE,,,,,,MB217,13:30,16:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2210,2D,2020-02-04,2020-03-03,,TUE,,,,,,MB217,13:30,16:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2210,2D,2020-03-17,2020-04-28,,TUE,,,,,,MB217,13:30,16:20,Intermediate microeconomics,Faculty of Business and Econom,"Park,Sangyoon"
2019-20 Sem 2,UG,ECON2214,2B,2020-01-21,2020-01-21,,TUE,,,,,,KK202,13:30,16:20,Games and decisions,Faculty of Business and Econom,"Ching,Tang Foon Stephen"
2019-20 Sem 2,UG,ECON2214,2B,2020-02-04,2020-03-03,,TUE,,,,,,KK202,13:30,16:20,Games and decisions,Faculty of Business and Econom,"Ching,Tang Foon Stephen"
2019-20 Sem 2,UG,ECON2214,2B,2020-03-17,2020-04-28,,TUE,,,,,,KK202,13:30,16:20,Games and decisions,Faculty of Business and Econom,"Ching,Tang Foon Stephen"
2019-20 Sem 2,UG,ECON2220,2B,2020-01-20,2020-01-20,MON,,,,,,,MWT4,11:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2B,2020-01-23,2020-01-23,,,,THU,,,,MWT4,10:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2B,2020-02-03,2020-03-02,MON,,,,,,,MWT4,11:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2B,2020-02-06,2020-03-05,,,,THU,,,,MWT4,10:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2B,2020-03-19,2020-04-23,,,,THU,,,,MWT4,10:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2B,2020-03-23,2020-04-06,MON,,,,,,,MWT4,11:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2B,2020-04-20,2020-04-27,MON,,,,,,,MWT4,11:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Meng,Xiaoxuan"
2019-20 Sem 2,UG,ECON2220,2C,2020-01-20,2020-01-20,MON,,,,,,,KK201,09:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2C,2020-02-03,2020-03-02,MON,,,,,,,KK201,09:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2C,2020-03-23,2020-04-06,MON,,,,,,,KK201,09:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2C,2020-04-20,2020-04-27,MON,,,,,,,KK201,09:30,12:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2D,2020-01-20,2020-01-20,MON,,,,,,,KK102,14:30,17:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2D,2020-02-03,2020-03-02,MON,,,,,,,KK102,14:30,17:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2D,2020-03-23,2020-04-06,MON,,,,,,,KK102,14:30,17:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
2019-20 Sem 2,UG,ECON2220,2D,2020-04-20,2020-04-27,MON,,,,,,,KK102,14:30,17:20,Intermediate macroeconomics,Faculty of Business and Econom,"Miyamoto,Wataru"
