TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2019-20 Sem 2,UG,COMP3320,2A,2020-03-19,2020-04-23,,,,THU,,,,CBA,16:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2019-20 Sem 2,UG,COMP3320,2A,2020-03-23,2020-04-06,MON,,,,,,,CBA,17:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2019-20 Sem 2,UG,COMP3320,2A,2020-04-20,2020-04-27,MON,,,,,,,CBA,17:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2019-20 Sem 2,UG,COMP3322,2B,2020-01-21,2020-01-21,,TUE,,,,,,CPD-LG.07,10:30,12:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2019-20 Sem 2,UG,COMP3322,2B,2020-01-23,2020-01-23,,,,THU,,,,CPD-LG.07,10:30,12:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2019-20 Sem 2,UG,COMP3322,2B,2020-02-04,2020-03-03,,TUE,,,,,,CPD-LG.07,10:30,12:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2019-20 Sem 2,UG,COMP3322,2B,2020-02-06,2020-03-05,,,,THU,,,,CPD-LG.07,10:30,12:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2019-20 Sem 2,UG,COMP3322,2B,2020-03-17,2020-04-28,,TUE,,,,,,CPD-LG.07,10:30,12:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2019-20 Sem 2,UG,COMP3322,2B,2020-03-19,2020-04-23,,,,THU,,,,CPD-LG.07,10:30,12:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2019-20 Sem 2,UG,COMP3329,2A,2020-01-20,2020-01-20,MON,,,,,,,MB167,09:30,11:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3329,2A,2020-01-23,2020-01-23,,,,THU,,,,MB167,09:30,10:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3329,2A,2020-02-03,2020-03-02,MON,,,,,,,MB167,09:30,11:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3329,2A,2020-02-06,2020-03-05,,,,THU,,,,MB167,09:30,10:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3329,2A,2020-03-19,2020-04-23,,,,THU,,,,MB167,09:30,10:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3329,2A,2020-03-23,2020-04-06,MON,,,,,,,MB167,09:30,11:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3329,2A,2020-04-20,2020-04-27,MON,,,,,,,MB167,09:30,11:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2019-20 Sem 2,UG,COMP3357,2A,2020-01-21,2020-01-21,,TUE,,,,,,CBA,09:30,10:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3357,2A,2020-01-24,2020-01-24,,,,,FRI,,,CBA,09:30,11:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3357,2A,2020-02-04,2020-03-03,,TUE,,,,,,CBA,09:30,10:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3357,2A,2020-02-07,2020-03-06,,,,,FRI,,,CBA,09:30,11:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3357,2A,2020-03-17,2020-04-28,,TUE,,,,,,CBA,09:30,10:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3357,2A,2020-03-20,2020-04-03,,,,,FRI,,,CBA,09:30,11:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3357,2A,2020-04-17,2020-04-24,,,,,FRI,,,CBA,09:30,11:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2019-20 Sem 2,UG,COMP3358,2A,2020-01-20,2020-01-20,MON,,,,,,,CBC,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3358,2A,2020-01-23,2020-01-23,,,,THU,,,,CBC,16:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3358,2A,2020-02-03,2020-03-02,MON,,,,,,,CBC,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3358,2A,2020-02-06,2020-03-05,,,,THU,,,,CBC,16:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3358,2A,2020-03-19,2020-04-23,,,,THU,,,,CBC,16:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3358,2A,2020-03-23,2020-04-06,MON,,,,,,,CBC,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3358,2A,2020-04-20,2020-04-27,MON,,,,,,,CBC,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2019-20 Sem 2,UG,COMP3359,2A,2020-01-21,2020-01-21,,TUE,,,,,,CBC,09:30,10:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3359,2A,2020-01-24,2020-01-24,,,,,FRI,,,CBC,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3359,2A,2020-02-04,2020-03-03,,TUE,,,,,,CBC,09:30,10:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3359,2A,2020-02-07,2020-03-06,,,,,FRI,,,CBC,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3359,2A,2020-03-17,2020-04-28,,TUE,,,,,,CBC,09:30,10:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3359,2A,2020-03-20,2020-04-03,,,,,FRI,,,CBC,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3359,2A,2020-04-17,2020-04-24,,,,,FRI,,,CBC,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2019-20 Sem 2,UG,COMP3403,2A,2020-01-21,2020-01-21,,TUE,,,,,,CBC,16:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3403,2A,2020-01-24,2020-01-24,,,,,FRI,,,CBC,17:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3403,2A,2020-02-04,2020-03-03,,TUE,,,,,,CBC,16:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3403,2A,2020-02-07,2020-03-06,,,,,FRI,,,CBC,17:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3403,2A,2020-03-17,2020-04-28,,TUE,,,,,,CBC,16:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3403,2A,2020-03-20,2020-04-03,,,,,FRI,,,CBC,17:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3403,2A,2020-04-17,2020-04-24,,,,,FRI,,,CBC,17:30,18:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2019-20 Sem 2,UG,COMP3407,2A,2020-01-21,2020-01-21,,TUE,,,,,,CBC,15:30,16:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3407,2A,2020-01-24,2020-01-24,,,,,FRI,,,CBC,15:30,17:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3407,2A,2020-02-04,2020-03-03,,TUE,,,,,,CBC,15:30,16:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3407,2A,2020-02-07,2020-03-06,,,,,FRI,,,CBC,15:30,17:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3407,2A,2020-03-17,2020-04-28,,TUE,,,,,,CBC,15:30,16:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3407,2A,2020-03-20,2020-04-03,,,,,FRI,,,CBC,15:30,17:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3407,2A,2020-04-17,2020-04-24,,,,,FRI,,,CBC,15:30,17:20,Scientific computing,Dept of Computer Science,"Wang,Wen Ping"
2019-20 Sem 2,UG,COMP3414,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Experiential Learning on Artificial Intelligence and Robotics,Dept of Computer Science,"Choi,Yi King; Chui,Chun Kit; Wong,Kwan Yee Kenneth"
2019-20 Sem 2,UG,COMP4801,FA,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Final year project,Dept of Computer Science,"Chan,Kwok Ping"
2019-20 Sem 2,UG,CONS1001,2A,2020-01-24,2020-03-06,,,,,FRI,,,MW325,09:30,11:20,Introduction to conservation,Dept of Real Estate & Construc,"Ahuja,Lavina Ashish; Lee,Ho Yin"
2019-20 Sem 2,UG,CONS1001,2A,2020-03-20,2020-04-03,,,,,FRI,,,MW325,09:30,11:20,Introduction to conservation,Dept of Real Estate & Construc,"Ahuja,Lavina Ashish; Lee,Ho Yin"
2019-20 Sem 2,UG,CONS1001,2A,2020-04-17,2020-04-24,,,,,FRI,,,MW325,09:30,11:20,Introduction to conservation,Dept of Real Estate & Construc,"Ahuja,Lavina Ashish; Lee,Ho Yin"
2019-20 Sem 2,UG,CONS2007,2A,2020-01-24,2020-03-06,,,,,FRI,,,KKLG101,09:30,11:20,Conservation planning,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS2007,2A,2020-03-20,2020-04-03,,,,,FRI,,,KKLG101,09:30,11:20,Conservation planning,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS2007,2A,2020-04-17,2020-04-24,,,,,FRI,,,KKLG101,09:30,11:20,Conservation planning,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3002,2A,2020-01-20,2020-01-20,MON,,,,,,,KB112,14:30,17:20,Conservation studio: pre-construction stage of adaptive reuse projects,Dept of Real Estate & Construc,"Wai,Chui Chi Rosman; Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3002,2A,2020-02-03,2020-03-02,MON,,,,,,,KB112,14:30,17:20,Conservation studio: pre-construction stage of adaptive reuse projects,Dept of Real Estate & Construc,"Wai,Chui Chi Rosman; Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3002,2A,2020-03-16,2020-04-27,MON,,,,,,,KB112,14:30,17:20,Conservation studio: pre-construction stage of adaptive reuse projects,Dept of Real Estate & Construc,"Wai,Chui Chi Rosman; Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3003,2A,2020-01-24,2020-01-24,,,,,FRI,,,KB112,14:30,17:20,Conservation technology 2,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3003,2A,2020-02-07,2020-03-06,,,,,FRI,,,KB112,14:30,17:20,Conservation technology 2,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3003,2A,2020-03-20,2020-04-03,,,,,FRI,,,KB112,14:30,17:20,Conservation technology 2,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3003,2A,2020-04-17,2020-04-24,,,,,FRI,,,KB112,14:30,17:20,Conservation technology 2,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3005,2A,2020-01-20,2020-01-20,MON,,,,,,,KKLG110,09:30,12:20,Interpretation of heritage places,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3005,2A,2020-02-03,2020-03-02,MON,,,,,,,KKLG110,09:30,12:20,Interpretation of heritage places,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3005,2A,2020-03-23,2020-04-06,MON,,,,,,,KKLG110,09:30,12:20,Interpretation of heritage places,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3005,2A,2020-04-20,2020-04-27,MON,,,,,,,KKLG110,09:30,12:20,Interpretation of heritage places,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS3006,2A,2020-01-24,2020-01-24,,,,,FRI,,,KB112,14:30,17:20,Professional practice in architectural conservation,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3006,2A,2020-02-07,2020-03-06,,,,,FRI,,,KB112,14:30,17:20,Professional practice in architectural conservation,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3006,2A,2020-03-20,2020-04-03,,,,,FRI,,,KB112,14:30,17:20,Professional practice in architectural conservation,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS3006,2A,2020-04-17,2020-04-24,,,,,FRI,,,KB112,14:30,17:20,Professional practice in architectural conservation,Dept of Real Estate & Construc,"Lai,Chi Pong; Schwantes,Gesa; Wai,Chui Chi Rosman"
2019-20 Sem 2,UG,CONS4001,FA,2020-01-23,2020-03-05,,,,THU,,,,KKLG107,10:30,12:20,Conservation research thesis,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS4001,FA,2020-03-19,2020-04-30,,,,THU,,,,KKLG107,10:30,12:20,Conservation research thesis,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS4004,2A,2020-01-24,2020-03-06,,,,,FRI,,,MB151,14:30,17:20,Area conservation studio,Dept of Real Estate & Construc,"Cheung,Ka Wing Fredo; Lee,Ho Yin; Nicolson,Kenneth Norman"
2019-20 Sem 2,UG,CONS4004,2A,2020-03-20,2020-05-01,,,,,FRI,,,MB151,14:30,17:20,Area conservation studio,Dept of Real Estate & Construc,"Cheung,Ka Wing Fredo; Lee,Ho Yin; Nicolson,Kenneth Norman"
2019-20 Sem 2,UG,CONS4005,2A,2020-01-19,2020-01-19,,,,,,,SUN,,08:30,10:50,Conservation internship,Dept of Real Estate & Construc,
2019-20 Sem 2,UG,CONS4005,2A,2020-02-02,2020-03-01,,,,,,,SUN,,08:30,10:50,Conservation internship,Dept of Real Estate & Construc,
2019-20 Sem 2,UG,CONS4005,2A,2020-03-15,2020-04-26,,,,,,,SUN,,08:30,10:50,Conservation internship,Dept of Real Estate & Construc,
2019-20 Sem 2,UG,CONS4008,2A,2020-01-21,2020-01-21,,TUE,,,,,,,10:30,12:20,Conservation field school,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS4008,2A,2020-02-04,2020-03-03,,TUE,,,,,,,10:30,12:20,Conservation field school,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CONS4008,2A,2020-03-17,2020-04-28,,TUE,,,,,,,10:30,12:20,Conservation field school,Dept of Real Estate & Construc,"Yu,Ka Sing"
2019-20 Sem 2,UG,CSCI9001,2B,2020-01-22,2020-01-22,,,WED,,,,,MWT2,09:30,10:20,Practical Chinese for Science Students,School of Chinese,
2019-20 Sem 2,UG,CSCI9001,2B,2020-02-05,2020-03-04,,,WED,,,,,MWT2,09:30,10:20,Practical Chinese for Science Students,School of Chinese,
2019-20 Sem 2,UG,CSCI9001,2B,2020-03-18,2020-04-29,,,WED,,,,,MWT2,09:30,10:20,Practical Chinese for Science Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2A,2020-01-20,2020-01-20,MON,,,,,,,KKLG109,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2A,2020-02-03,2020-03-02,MON,,,,,,,KKLG109,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2A,2020-03-23,2020-04-06,MON,,,,,,,KKLG109,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2A,2020-04-20,2020-04-27,MON,,,,,,,KKLG109,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2B,2020-01-20,2020-01-20,MON,,,,,,,MB121,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2B,2020-02-03,2020-03-02,MON,,,,,,,MB121,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2B,2020-03-23,2020-04-06,MON,,,,,,,MB121,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2B,2020-04-20,2020-04-27,MON,,,,,,,MB121,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2C,2020-01-20,2020-01-20,MON,,,,,,,MWT1,15:30,18:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2C,2020-02-03,2020-03-02,MON,,,,,,,MWT1,15:30,18:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2C,2020-03-23,2020-04-06,MON,,,,,,,MWT1,15:30,18:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2C,2020-04-20,2020-04-27,MON,,,,,,,MWT1,15:30,18:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2D,2020-01-21,2020-01-21,,TUE,,,,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2D,2020-02-04,2020-03-03,,TUE,,,,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2D,2020-03-17,2020-04-28,,TUE,,,,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2E,2020-01-21,2020-01-21,,TUE,,,,,,CPD-LG.17,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2E,2020-02-04,2020-03-03,,TUE,,,,,,CPD-LG.17,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2E,2020-03-17,2020-04-28,,TUE,,,,,,CPD-LG.17,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2F,2020-01-22,2020-01-22,,,WED,,,,,MB205,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2F,2020-02-05,2020-03-04,,,WED,,,,,MB205,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2F,2020-03-18,2020-04-29,,,WED,,,,,MB205,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2G,2020-01-23,2020-01-23,,,,THU,,,,CPD-2.37,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2G,2020-02-06,2020-03-05,,,,THU,,,,CPD-2.37,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2G,2020-03-19,2020-04-23,,,,THU,,,,CPD-2.37,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2H,2020-01-23,2020-01-23,,,,THU,,,,CPD-4.17,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2H,2020-02-06,2020-03-05,,,,THU,,,,CPD-4.17,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2H,2020-03-19,2020-04-23,,,,THU,,,,CPD-4.17,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2I,2020-01-24,2020-01-24,,,,,FRI,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2I,2020-02-07,2020-03-06,,,,,FRI,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2I,2020-03-20,2020-04-03,,,,,FRI,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2I,2020-04-17,2020-04-24,,,,,FRI,,,CPD-LG.62,08:30,11:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2J,2020-01-24,2020-01-24,,,,,FRI,,,CPD-2.19,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2J,2020-02-07,2020-03-06,,,,,FRI,,,CPD-2.19,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2J,2020-03-20,2020-04-03,,,,,FRI,,,CPD-2.19,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CSSC9001,2J,2020-04-17,2020-04-24,,,,,FRI,,,CPD-2.19,12:30,15:20,Practical Chinese for Social Sciences Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2A,2020-01-20,2020-01-20,MON,,,,,,,KB112,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2A,2020-02-03,2020-03-02,MON,,,,,,,KB112,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2A,2020-03-23,2020-04-06,MON,,,,,,,KB112,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2A,2020-04-20,2020-04-27,MON,,,,,,,KB112,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2B,2020-01-23,2020-01-23,,,,THU,,,,MB142,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2B,2020-02-06,2020-03-05,,,,THU,,,,MB142,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2B,2020-03-19,2020-04-23,,,,THU,,,,MB142,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2C,2020-01-20,2020-01-20,MON,,,,,,,KKLG101,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2C,2020-02-03,2020-03-02,MON,,,,,,,KKLG101,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2C,2020-03-23,2020-04-06,MON,,,,,,,KKLG101,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2C,2020-04-20,2020-04-27,MON,,,,,,,KKLG101,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2D,2020-01-21,2020-01-21,,TUE,,,,,,CPD-LG.63,16:30,18:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2D,2020-02-04,2020-03-03,,TUE,,,,,,CPD-LG.63,16:30,18:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2D,2020-03-17,2020-04-28,,TUE,,,,,,CPD-LG.63,16:30,18:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2E,2020-01-22,2020-01-22,,,WED,,,,,CPD-LG.16,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2E,2020-02-05,2020-03-04,,,WED,,,,,CPD-LG.16,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2E,2020-03-18,2020-04-29,,,WED,,,,,CPD-LG.16,09:30,11:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2F,2020-01-21,2020-01-21,,TUE,,,,,,CPD-3.07,16:30,18:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2F,2020-02-04,2020-03-03,,TUE,,,,,,CPD-3.07,16:30,18:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2F,2020-03-17,2020-04-28,,TUE,,,,,,CPD-3.07,16:30,18:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2G,2020-01-23,2020-01-23,,,,THU,,,,CPD-LG.64,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2G,2020-02-06,2020-03-05,,,,THU,,,,CPD-LG.64,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2G,2020-03-19,2020-04-23,,,,THU,,,,CPD-LG.64,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2H,2020-01-24,2020-01-24,,,,,FRI,,,CPD-LG.37,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
2019-20 Sem 2,UG,CUND9003,2H,2020-02-07,2020-03-06,,,,,FRI,,,CPD-LG.37,15:30,17:20,Cantonese for Non-Cantonese Speaking Students,School of Chinese,
