ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
3001,FREN,3001,1B,,6,"Guerillot,Benoit Gilles",Tu 01:30PM - 03:20PM,CPD-LG.39,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-LG.39,09/05/2019 - 11/28/2019,,,,,,,,,French III.1,,Open,0,100,0,UG - School of Modern Languages & C
3001,FREN,3001,1C,,6,"Robert,David William",Mo 12:30PM - 02:20PM,LE6,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,LE6,09/06/2019 - 11/29/2019,,,,,,,,,French III.1,,Open,0,100,0,UG - School of Modern Languages & C
3022,FREN,3022,1A,,6,"Holtermann,Sylvain-Benjamin",We 02:30PM - 04:20PM,CPD-1.44,09/04/2019 - 11/27/2019,,,,,,,,,,,,,French and Francophone cinema,,Open,0,100,0,UG - School of Modern Languages & C
3023,FREN,3023,1A,,6,"Guerillot,Benoit Gilles",We 02:30PM - 04:20PM,CPD-1.42,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Media watch: Tracking French news,,Open,0,100,0,UG - School of Modern Languages & C
3030,FREN,3030,1A,,6,"Holtermann,Sylvain-Benjamin",Fr 02:30PM - 03:20PM,CPD-3.25,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Guided writing in French (capstone experience),,Open,0,100,0,UG - School of Modern Languages & C
1001,GCIN,1001,1A,,6,"Wong,Wai Lun Max",Tu 10:30AM - 12:20PM,CPD-LG.34,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Introduction to global creative industries,,Open,0,100,0,UG - School of Modern Languages & C
2001,GCIN,2001,1A,,6,,We 10:30AM - 12:20PM,CPD-LG.34,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Creative industries in practice: Labor, organization and management",,Open,0,100,0,UG - School of Modern Languages & C
2003,GCIN,2003,1A,,6,,Th 01:30PM - 03:20PM,CPD-2.37,09/05/2019 - 11/28/2019,,,,,,,,,,,,,"Cultural policy: A complex marriage of business, politics and culture",,Open,0,100,0,UG - School of Modern Languages & C
2005,GCIN,2005,1A,,6,"Wong,Heung Wah",Tu 01:30PM - 03:20PM,CPD-2.16,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Internship in global creative industries,,Open,0,100,0,UG - School of Modern Languages & C
2008,GCIN,2008,1A,,6,,Tu 04:30PM - 06:20PM,CPD-LG.59,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Advertising: Cultural and organizational dynamics,,Open,0,100,0,UG - School of Modern Languages & C
2009,GCIN,2009,1A,,6,,Mo 03:30PM - 05:20PM,CPD-2.37,09/02/2019 - 11/25/2019,,,,,,,,,,,,,"Art worlds: Aesthetics, money, and markets",,Open,0,100,0,UG - School of Modern Languages & C
2015,GCIN,2015,1A,,6,"Wong,Heung Wah",Th 04:30PM - 06:20PM,CPD-LG.10,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Entrepreneurship in creative industries,,Open,0,100,0,UG - School of Modern Languages & C
2033,GCIN,2033,1A,,6,,Fr 03:30PM - 05:20PM,CPD-1.21,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Gender and Creative Industries: An introduction,,Open,0,100,0,UG - School of Modern Languages & C
4001,GCIN,4001,1A,,6,"Wong,Heung Wah",We 02:30PM - 04:20PM,CPD-3.29,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Global creative industries research project (capstone experience),,Open,0,100,0,UG - School of Modern Languages & C
1001,GEND,1001,1A,,6,"Guo,Ting; La Couture,Elizabeth Jen",We 09:30AM - 12:20PM,CPD-LG.08,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Introduction to Gender Studies,,Open,0,100,0,UG - School of Humanities
2005,GEND,2005,1A,,6,"Guo,Ting",Mo 12:30PM - 02:20PM,CPD-LG.36,09/02/2019 - 11/25/2019,,,,,,,,,,,,,"Religion, gender, and sexuality",,Open,0,100,0,UG - School of Humanities
1003,GEOG,1003,1A,,6,"Li,Jinbao",Mo 12:30PM - 02:20PM,CPD-LG.01,09/02/2019 - 12/02/2019,,,,,,,,,,,,,Contemporary global environmental issues,,Open,0,100,0,UG - Dept of Geography
1005,GEOG,1005,1A,,6,"Lai,Poh Chin",Tu 10:30AM - 12:20PM,LE1,09/03/2019 - 11/26/2019,,,,,,,,,,,,,"Map use, reading and interpretation",,Open,0,100,0,UG - Dept of Geography
1017,GEOG,1017,1A,,6,"Lin,Chu Sheng George",We 10:30AM - 12:20PM,RHT,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Human geography in a globalizing world,,Open,0,100,0,UG - Dept of Geography
2004,GEOG,2004,1A,,6,"Li,Jinbao",Th 10:30AM - 12:20PM,CPD-LG.09,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Atmospheric environment and global climate,,Open,0,100,0,UG - Dept of Geography
2018,GEOG,2018,1A,,6,,Mo 01:30PM - 03:20PM,MB121,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Transport geography,,Open,0,100,0,UG - Dept of Geography
2030,GEOG,2030,1A,,6,"Lenzer Jr,James Hans",We 10:30AM - 12:20PM,CPD-1.21,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Global development,,Open,0,100,0,UG - Dept of Geography
2056,GEOG,2056,1A,,6,"Iaquinto,Benjamin Lucca",Mo 03:30PM - 05:20PM,CPD-2.58,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Tourism and the shrinking world,,Open,0,100,0,UG - Dept of Geography
2065,GEOG,2065,1A,,6,"Lee,Yok Shiu Frederick",Fr 03:30PM - 05:20PM,CPD-LG.59,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Urban planning: principles and practices,,Open,0,100,0,UG - Dept of Geography
2090,GEOG,2090,1A,,6,"Lai,Poh Chin",Mo 09:30AM - 11:20AM,CPD-2.37,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Introduction to geographic information systems,,Open,0,100,0,UG - Dept of Geography
2120,GEOG,2120,1A,,6,"Ran,Lishan",Fr 09:30AM - 11:20AM,CPD-2.42,09/13/2019 - 12/06/2019,,,,,,,,,,,,,Introductory spatial analysis,,Open,0,100,0,UG - Dept of Geography
2124,GEOG,2124,1A,,6,"Yue,Pak Hong",Tu 04:30PM - 06:20PM,CPD-2.42,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Environmental change and socio-political conflicts,,Open,0,100,0,UG - Dept of Geography
2126,GEOG,2126,1A,,6,,Tu 10:30AM - 12:20PM,CPD-2.45,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Globalizing China: the land and the people,,Open,0,100,0,UG - Dept of Geography
2136,GEOG,2136,1A,,6,"Qian,Junxi",Tu 01:30PM - 03:20PM,CPD-2.58,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Political geography,,Open,0,100,0,UG - Dept of Geography
2140,GEOG,2140,1A,,6,"Lafortezza,Raffaele",Fr 03:30PM - 05:20PM,CPD-2.45,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Landscape ecology for sustainable societies,,Open,0,100,0,UG - Dept of Geography
2148,GEOG,2148,1A,,6,,Fr 12:30PM - 02:20PM,LE9,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Transport accessibility in Europe,,Open,0,100,0,UG - Dept of Geography
3102,GEOG,3102,1A,,6,"Ng,Cho Nam",Tu 10:30AM - 12:20PM,CPD-LG.59,09/03/2019 - 11/26/2019,,,,,,,,,,,,,China: environment and sustainable development,,Open,0,100,0,UG - Dept of Geography
3204,GEOG,3204,1A,,6,"Ho,Kin Chung",Mo 12:30PM - 02:20PM,MB141,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Urban hydrology and water quality,,Open,0,100,0,UG - Dept of Geography
3207,GEOG,3207,1A,,6,"Ng,Cho Nam",Th 04:30PM - 06:20PM,CPD-2.45,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Environmental management: impact assessment,,Open,0,100,0,UG - Dept of Geography
3213,GEOG,3213,1A,,6,"Chen,Yan Wendy",Mo 03:30PM - 05:20PM,CPD-LG.34,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Ecosystem services and sustainable society,,Open,0,100,0,UG - Dept of Geography
3214,GEOG,3214,1A,,6,"Chen,Yan Wendy",Tu 01:30PM - 03:20PM,CPD-3.29,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Corporate social responsibility and environmental auditing,,Open,0,100,0,UG - Dept of Geography
3417,GEOG,3417,1A,,6,"Koh,Keumseok",Tu 04:30PM - 06:20PM,JLG01,09/03/2019 - 11/26/2019,,,,,,,,,,,,,GIS applications to public health,,Open,0,100,0,UG - Dept of Geography
3420,GEOG,3420,1A,,6,"Loo,Pui Ying Becky",We 10:30AM - 12:20PM,CPD-2.58,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Transport and the society,,Open,0,100,0,UG - Dept of Geography
3423,GEOG,3423,1A,,6,"Qian,Junxi",Th 01:30PM - 03:20PM,CPD-2.42,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Urban studies: social and cultural perspectives,,Open,0,100,0,UG - Dept of Geography
3424,GEOG,3424,1A,,6,"Li,Phyllis Chi Miu",Fr 09:30AM - 11:20AM,CPD-LG.63,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Urban development and planning: the Hong Kong experience,,Open,0,100,0,UG - Dept of Geography
1001,GHAD,1001,1A,,6,"Au Yeung,Shiu Lun Ryan; Johnston,Janice Mary; Li,Fangfang; Romo,Matthew Laz",Mo 12:30PM - 02:20PM,CPD-1.21,09/02/2019 - 11/25/2019,,Th 12:30PM - 01:20PM,CPD-1.21,09/05/2019 - 11/28/2019,,,,,,,,,Foundations in global health and development,,Open,0,100,0,UG - School of Public Health
1001,GRMN,1001,1A,,6,"Urbanski,Paul Heinz",Mo 03:30PM - 05:20PM,CPD-LG.37,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,CPD-LG.37,09/05/2019 - 11/28/2019,,Fr 03:30PM - 05:20PM,CPD-LG.37,09/06/2019 - 11/29/2019,,,,,German I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,GRMN,1001,1B,,6,"Weilerscheid-Fung,Tonja",Mo 08:30AM - 09:20AM,CPD-1.42,09/02/2019 - 11/25/2019,,We 08:30AM - 10:20AM,CPD-LG.18,09/04/2019 - 11/27/2019,,Fr 09:30AM - 11:20AM,CPD-LG.16,09/06/2019 - 11/29/2019,,,,,German I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,GRMN,1001,1C,,6,"Chong,Li",Mo 09:30AM - 11:20AM,CPD-LG.17,09/02/2019 - 11/25/2019,,Tu 10:30AM - 12:20PM,CPD-LG.17,09/03/2019 - 11/26/2019,,Th 09:30AM - 10:20AM,CPD-LG.17,09/05/2019 - 11/28/2019,,,,,German I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,GRMN,1001,1E,,6,"Purwins,Stefan",Mo 08:30AM - 09:20AM,CPD-LG.60,09/02/2019 - 11/25/2019,,We 08:30AM - 10:20AM,CPD-LG.60,09/04/2019 - 11/27/2019,,Fr 09:30AM - 11:20AM,CPD-LG.60,09/06/2019 - 11/29/2019,,,,,German I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,GRMN,1001,1F,,6,"Purwins,Stefan",Mo 12:30PM - 02:20PM,CPD-LG.60,09/02/2019 - 11/25/2019,,Tu 12:30PM - 01:20PM,CPD-LG.60,09/03/2019 - 11/26/2019,,Fr 12:30PM - 02:20PM,CPD-LG.60,09/06/2019 - 11/29/2019,,,,,German I.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,GRMN,2001,1A,,6,"Urbanski,Paul Heinz",Mo 09:30AM - 11:20AM,CPD-LG.35,09/02/2019 - 11/25/2019,,Fr 09:30AM - 11:20AM,CPD-LG.35,09/06/2019 - 11/29/2019,,,,,,,,,German II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,GRMN,2001,1B,,6,"Weilerscheid-Fung,Tonja",Tu 01:30PM - 03:20PM,CPD-1.19,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-1.19,09/05/2019 - 11/28/2019,,,,,,,,,German II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,GRMN,2001,1C,,6,"Chong,Li",Tu 01:30PM - 03:20PM,CPD-LG.35,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-LG.35,09/05/2019 - 11/28/2019,,,,,,,,,German II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,GRMN,2001,1D,,6,"Tang,Shirly",Tu 10:30AM - 12:20PM,CPD-2.39,09/03/2019 - 11/26/2019,,Th 10:30AM - 12:20PM,CPD-2.39,09/05/2019 - 11/28/2019,,,,,,,,,German II.1,,Open,0,100,0,UG - School of Modern Languages & C
2023,GRMN,2023,1A,,6,"Urbanski,Paul Heinz; Weilerscheid-Fung,Tonja",Tu 09:30AM - 11:20AM,CPD-LG.20,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Contemporary German society in the media,,Open,0,100,0,UG - School of Modern Languages & C
2028,GRMN,2028,1A,,6,"Purwins,Stefan",We 10:30AM - 12:20PM,CPD-2.40,09/04/2019 - 11/27/2019,,,,,,,,,,,,,How to say it in German – Phonological and prosodic features of contemporary German,,Open,0,100,0,UG - School of Modern Languages & C
3001,GRMN,3001,1A,,6,"Urbanski,Paul Heinz",Mo 12:30PM - 02:20PM,CPD-LG.35,09/02/2019 - 11/25/2019,,Th 12:30PM - 01:20PM,CPD-LG.35,09/05/2019 - 11/28/2019,,,,,,,,,German III.1,,Open,0,100,0,UG - School of Modern Languages & C
3001,GRMN,3001,1B,,6,"Weilerscheid-Fung,Tonja",Mo 03:30PM - 05:20PM,CPD-2.39,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,CPD-2.39,09/05/2019 - 11/28/2019,,,,,,,,,German III.1,,Open,0,100,0,UG - School of Modern Languages & C
3028,GRMN,3028,1A,,6,"Weilerscheid-Fung,Tonja",We 02:30PM - 04:20PM,CPD-3.25,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Kino! Studies in German cinema,,Open,0,100,0,UG - School of Modern Languages & C
3029,GRMN,3029,1A,,6,"Chong,Li",Th 10:30AM - 12:20PM,CPD-2.40,09/05/2019 - 11/28/2019,,,,,,,,,,,,,History of the German language and German linguistics,,Open,0,100,0,UG - School of Modern Languages & C
4004,GRMN,4004,1A,,6,"Chong,Li",Mo 03:30PM - 05:20PM,CPD-LG.20,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Intercultural communication German-Chinese,,Open,0,100,0,UG - School of Modern Languages & C
4005,GRMN,4005,1A,,6,"Chong,Li",Mo 12:30PM - 02:20PM,CPD-3.25,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Advanced Chinese-German translation,,Open,0,100,0,UG - School of Modern Languages & C
1020,HIST,1020,1A,,6,"Bowes,Julia Catherine",Fr 02:30PM - 05:20PM,CPD-LG.34,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Introduction to the history of gender and sexuality,,Open,0,100,0,UG - School of Humanities
2003,HIST,2003,1A,,6,"Insisa,Aurelio",Mo 12:30PM - 02:20PM,CPD-2.19,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Twentieth-century China,,Open,0,100,0,UG - School of Humanities
2013,HIST,2013,1A,,6,,Mo 09:30AM - 11:20AM,CPD-3.29,09/02/2019 - 11/25/2019,,,,,,,,,,,,,"Twentieth-century Europe, Part I: The European Civil War, 1914-1945",,Open,0,100,0,UG - School of Humanities
2107,HIST,2107,1A,,6,"Schencking,John Charles",Mo 02:30PM - 05:20PM,CPD-2.16,09/02/2019 - 11/25/2019,,,,,,,,,,,,,"The Second World War in Asia and the Pacific, 1931-1952",,Open,0,100,0,UG - School of Humanities
2125,HIST,2125,1A,,6,,Fr 12:30PM - 02:20PM,KB113,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Hitler's Germany,,Open,0,100,0,UG - School of Humanities
2130,HIST,2130,1A,,6,"McClure,Alastair Richard",We 08:30AM - 10:20AM,CPD-1.21,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The civilizing mission and modern European imperialism,,Open,0,100,0,UG - School of Humanities
2134,HIST,2134,1A,,6,"Becker,Bert",Fr 02:30PM - 05:20PM,CPD-LG.62,09/06/2019 - 11/29/2019,,,,,,,,,,,,,The Third Reich through documents (1933-1945),,Open,0,100,0,UG - School of Humanities
2150,HIST,2150,1A,,6,"Sanchez-Sibony,Oscar",Th 01:30PM - 04:20PM,CPD-2.58,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Global capitalism: The last 100 years,,Open,0,100,0,UG - School of Humanities
2154,HIST,2154,1A,,6,"Mc Grath,Patrick Terence",We 10:30AM - 12:20PM,CPD-4.17,09/04/2019 - 11/27/2019,,,,,,,,,,,,,American capitalism in the long nineteenth century,,Open,0,100,0,UG - School of Humanities
2158,HIST,2158,1A,,6,"Chiu,Pok Kwan Patricia",Tu 10:30AM - 12:20PM,MB151,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Women in Hong Kong history: Private lives and public voices,,Open,0,100,0,UG - School of Humanities
2160,HIST,2160,1A,,6,"Petrulis,Jason Todd",Th 10:30AM - 12:20PM,MBG07,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Visualizing history,,Open,0,100,0,UG - School of Humanities
2172,HIST,2172,1A,,6,"Song,Priscilla P",Tu 10:30AM - 12:20PM,CRT-10.66,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Revolutionizing health in modern China,,Open,0,100,0,UG - School of Humanities
2173,HIST,2173,1A,,6,"Bowes,Julia Catherine",We 10:30AM - 12:20PM,CPD-2.38,09/04/2019 - 11/27/2019,,,,,,,,,,,,,American antistatism,,Open,0,100,0,UG - School of Humanities
2174,HIST,2174,1A,,6,"Schencking,John Charles",Mo 09:30AM - 11:20AM,CPD-LG.09,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Hell in the pacific: The Japan-America War and its legacies today,,Open,0,100,0,UG - School of Humanities
4032,HIST,4032,1A,,6,"Schencking,John Charles",Tu 04:30PM - 06:20PM,CPD-G.03,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Great Kanto earthquake and the reconstruction of Tokyo (capstone experience),,Open,0,100,0,UG - School of Humanities
2001,HKGS,2001,1A,,6,,Th 10:30AM - 12:20PM,CPD-LG.37,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Speaking of Hong Kong: Global voices,,Open,0,100,0,UG - School of Modern Languages & C
2004,HKGS,2004,1A,,6,,Th 04:30PM - 06:20PM,CPD-1.21,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Hong Kong’s economic growth: a modernisation and internationalisation miracle,,Open,0,100,0,UG - School of Modern Languages & C
2006,HKGS,2006,1A,,6,,Tu 10:30AM - 12:20PM,CPD-3.01,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Engendering Hong Kong: sociological and demographic perspectives,,Open,0,100,0,UG - School of Modern Languages & C
2008,HKGS,2008,1A,,6,"Chu,Yiu Wai Stephen",We 10:30AM - 12:20PM,CPD-2.37,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Introduction to Hong Kong Cantopop lyrics,,Open,0,100,0,UG - School of Modern Languages & C
2011,HKGS,2011,1A,,6,,Mo 03:30PM - 05:20PM,CPD-2.45,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Hong Kong: Whose city is it?,,Open,0,100,0,UG - School of Modern Languages & C
2012,HKGS,2012,1A,,6,,Fr 03:30PM - 05:20PM,CPD-2.14,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Shop till you drop: the symbols of consumer culture in Hong Kong,,Open,0,100,0,UG - School of Modern Languages & C
2014,HKGS,2014,1A,,6,"Leung,Shuk Man",We 12:30PM - 02:20PM,CPD-3.29,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Hong Kong literature,,Open,0,100,0,UG - School of Modern Languages & C
1611,IIMT,1611,1A,,6,"Chan,Ping Hung",Tu 01:30PM - 04:20PM,MB122,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Principles of Technology Entrepreneurship,,Open,0,100,0,UG - Business & Economics Faculty
2601,IIMT,2601,1A,,6,"Ding,Chao",Tu 03:30PM - 04:20PM,LE9,09/03/2019 - 11/26/2019,,Fr 03:30PM - 05:20PM,LE9,09/06/2019 - 11/29/2019,,,,,,,,,Management information systems,,Open,0,100,0,UG - Faculty of Business and Econom
2601,IIMT,2601,1B,,6,"Ding,Chao",Tu 10:30AM - 12:20PM,KK101,09/03/2019 - 11/26/2019,,Fr 11:30AM - 12:20PM,KK101,09/06/2019 - 11/29/2019,,,,,,,,,Management information systems,,Open,0,100,0,UG - Faculty of Business and Econom
2601,IIMT,2601,1C,,6,"Chin,Shu Kai",Tu 04:30PM - 06:20PM,KKLG104,09/03/2019 - 11/26/2019,,Fr 05:30PM - 06:20PM,KKLG104,09/06/2019 - 11/29/2019,,,,,,,,,Management information systems,,Open,0,100,0,UG - Faculty of Business and Econom
2601,IIMT,2601,1D,,6,"Lok,Chun Kit",Tu 12:30PM - 01:20PM,KKLG102,09/03/2019 - 11/26/2019,,Fr 12:30PM - 02:20PM,KKLG102,09/06/2019 - 11/29/2019,,,,,,,,,Management information systems,,Open,0,100,0,UG - Faculty of Business and Econom
2601,IIMT,2601,1E,,6,"Lok,Chun Kit",Tu 01:30PM - 03:20PM,KKLG102,09/03/2019 - 11/26/2019,,Fr 02:30PM - 03:20PM,KKLG102,09/06/2019 - 11/29/2019,,,,,,,,,Management information systems,,Open,0,100,0,UG - Faculty of Business and Econom
2641,IIMT,2641,1A,,6,"Zhang,Xiaowei",Th 01:30PM - 04:20PM,LE2,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Introduction to business analytics,,Open,0,100,0,UG - Faculty of Business and Econom
3603,IIMT,3603,1A,,6,"Yen,Ping-Chang Benjamin",Th 01:30PM - 04:20PM,KK1303,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Project Management,,Open,0,100,0,UG - Faculty of Business and Econom
3604,IIMT,3604,1A,,6,"Chau,Chiu Lung Michael",Th 01:30PM - 04:20PM,MB151,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Telecommunications management,,Open,0,100,0,UG - Faculty of Business and Econom
3621,IIMT,3621,1A,,6,"Lo,Sze Yuen Ernest",Tu 01:30PM - 04:20PM,KKLG110,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Creativity and business innovation,,Open,0,100,0,UG - Faculty of Business and Econom
3621,IIMT,3621,1B,,6,"Lo,Sze Yuen Ernest",Tu 04:30PM - 07:20PM,KKLG110,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Creativity and business innovation,,Open,0,100,0,UG - Faculty of Business and Econom
3623,IIMT,3623,1A,,6,"Chan,Ping Hung",Th 01:30PM - 04:20PM,MB167,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Design thinking: concepts and applications,,Open,0,100,0,UG - Faculty of Business and Econom
3636,IIMT,3636,1A,,6,"Wang,Jingqi",Mo 02:30PM - 05:20PM,KB115,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Decision and risk analysis I,,Open,0,100,0,UG - Faculty of Business and Econom
3636,IIMT,3636,1B,,6,"Wang,Jingqi",Tu 01:30PM - 04:20PM,KB115,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Decision and risk analysis I,,Open,0,100,0,UG - Faculty of Business and Econom
3636,IIMT,3636,1C,,6,"Zhang,Wei",Mo 09:30AM - 12:20PM,KK101,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Decision and risk analysis I,,Open,0,100,0,UG - Faculty of Business and Econom
3636,IIMT,3636,1D,,6,"Wang,Liao",Fr 09:30AM - 12:20PM,KKLG106,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Decision and risk analysis I,,Open,0,100,0,UG - Faculty of Business and Econom
3681,IIMT,3681,1A,,6,"Yen,Ping-Chang Benjamin",Tu 01:30PM - 04:20PM,KKLG105,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Supply chain management,,Open,0,100,0,UG - Faculty of Business and Econom
2102,IMSE,2102,1A,,6,"Ng,Wing Cheong",Mo 11:30AM - 12:20PM,LE3,09/02/2019 - 11/25/2019,,Th 10:30AM - 12:20PM,LE3,09/05/2019 - 11/28/2019,,,,,,,,,Fundamentals of supply chain management,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
2109,IMSE,2109,1A,,6,"Cheung,Hoi Hoi",Mo 02:30PM - 05:20PM,HW1-6,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Fundamentals of engineering design,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
2132,IMSE,2132,1A,,6,"Chan,King Piu Bill",Th 01:30PM - 04:20PM,TT403,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Statistical analysis,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
2134,IMSE,2134,1A,,6,"Wang,Junwei",Tu 01:30PM - 04:20PM,MB141,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Operational research,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
3107,IMSE,3107,1A,,6,"Chan,King Piu Bill",We 09:30AM - 12:20PM,HW1-6,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Systems modeling and simulation,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
3115,IMSE,3115,1A,,6,"Chen,Peng Chu",Fr 02:30PM - 05:20PM,CPD-1.24,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Engineering economics and finance,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
3128,IMSE,3128,1A,,6,"Or,Ka Lun",Tu 01:30PM - 04:20PM,MB256,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Human factors engineering,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
3136,IMSE,3136,1A,,6,"Kuo,Yong Hong",Mo 02:30PM - 05:20PM,LE2,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Operations planning and control,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
4102,IMSE,4102,1A,,6,"Chan,King Piu Bill",Tu 10:30AM - 12:20PM,MWT6,09/03/2019 - 11/26/2019,,Fr 11:30AM - 12:20PM,MWT6,09/06/2019 - 11/29/2019,,,,,,,,,Engineering project management,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
4119,IMSE,4119,1A,,6,"Cheung,Hoi Hoi; Choi,Shiu Hong",Th 01:30PM - 04:20PM,MB217,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Digital enterprises and e-commerce,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
4122,IMSE,4122,1A,,6,"Ng,Wing Cheong",Tu 09:30AM - 10:20AM,MB256,09/03/2019 - 11/26/2019,,Fr 09:30AM - 11:20AM,MB256,09/06/2019 - 11/29/2019,,,,,,,,,Global logistics systems,,Open,0,100,0,UG - Dept of Industrial & Mfg Sys E
1001,ITAL,1001,1A,,6,"Riboldi,Ilaria Elena Sara",Mo 12:30PM - 02:20PM,CPD-2.46,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,CPD-2.46,09/06/2019 - 11/29/2019,,,,,,,,,Italian I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,ITAL,1001,1B,,6,"Riboldi,Ilaria Elena Sara",Mo 03:30PM - 05:20PM,LE5,09/02/2019 - 11/25/2019,,Fr 03:30PM - 05:20PM,CPD-G.03,09/06/2019 - 11/29/2019,,,,,,,,,Italian I.1,,Open,0,100,0,UG - School of Modern Languages & C
