ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
9042,CCGL,9042,1A,,6,"Baum,Lawrence William",We 04:30PM - 06:20PM,LE1,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The Evolution of Civilization,,Open,0,100,0,UG - University Central
9047,CCGL,9047,1A,,6,"Vogt,Carl Roland",We 12:30PM - 02:20PM,LE4,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Power, Leadership, and Legitimacy in a Globalizing World",,Open,0,100,0,UG - University Central
9049,CCGL,9049,1A,,6,"Lam,Yun Fat",We 12:30PM - 02:20PM,KK202,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Carbon, Money, and Lifestyle",,Open,0,100,0,UG - University Central
9053,CCGL,9053,1A,,6,"Tang,Lynn; Yip,Siu Fai Paul",We 02:30PM - 04:20PM,CPD-LG.07,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Suicide: Risks, Research, and Realities",,Open,0,100,0,UG - University Central
9057,CCGL,9057,1A,,6,"Petrulis,Jason Todd",We 12:30PM - 02:20PM,MB201,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Work: From Factory Floor to Our Robot Future,,Open,0,100,0,UG - University Central
9061,CCGL,9061,1A,,6,"Coupe,Christophe Dominique Michel",We 02:30PM - 04:20PM,MWT6,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Digital Humanitarianism: Can You Save the World with Your Computer?,,Open,0,100,0,UG - University Central
9062,CCGL,9062,1A,,6,"Wai,Ka Chung Abraham",We 04:30PM - 06:20PM,LE5,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Shaping Our Health Across Cultures,,Open,0,100,0,UG - University Central
9006,CCHU,9006,1A,,6,"Laidler,Karen Ann; Rao,Nirmala; Richards,Benjamin David",We 12:30PM - 02:20PM,MWT2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Girl Power in a Man's World,,Open,0,100,0,UG - University Central
9007,CCHU,9007,1A,,6,"Alegre,Bryan Rodriguez Brenda",We 12:30PM - 02:20PM,LE1,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Sexuality and Gender: Diversity and Society,,Open,0,100,0,UG - University Central
9009,CCHU,9009,1A,,6,,We 04:30PM - 06:20PM,RHT,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Moral Controversies in Contemporary Society,,Open,0,100,0,UG - University Central
9012,CCHU,9012,1A,,6,"Cho,Li-Fung; Tong,Ka Man",We 12:30PM - 02:20PM,KB223,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Body, Beauty and Fashion",,Open,0,100,0,UG - University Central
9014,CCHU,9014,1A,,6,"Palmer,David Alexander; Tse,Man Him Martin",We 04:30PM - 06:20PM,KKLG109,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Spirituality, Religion and Social Change",,Open,0,100,0,UG - University Central
9015,CCHU,9015,1A,,6,"Chu,Cassini Sai Kwan; Kong,Shiu Ki Travis",We 02:30PM - 04:20PM,RHT,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Sex and Intimacy in Modern Times,,Open,0,100,0,UG - University Central
9018,CCHU,9018,1A,,6,"Hammers,Roslyn Lee",We 12:30PM - 02:20PM,MWT7,09/04/2019 - 11/27/2019,,Sa 10:00AM - 11:50AM,MWT7,09/28/2019 - 09/28/2019,,,,,,,,,Art and Ideas: East and West,,Open,0,100,0,UG - University Central
9021,CCHU,9021,1A,,6,"Wildish,Mark",We 12:30PM - 02:20PM,CPD-3.28,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Critical Thinking in Contemporary Society,,Open,0,100,0,UG - University Central
9022,CCHU,9022,1A,,6,"Wong,Wai Ching Paul",We 02:30PM - 04:20PM,CPD-LG.10,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Journey into Madness: Conceptions of Mental Health and Mental Illness,,Open,0,100,0,UG - University Central
9024,CCHU,9024,1A,,6,"Beh,Swan Lip; Chow,Yin Man Amy",We 02:30PM - 04:20PM,KB223,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The Last Dance: Understanding Death and Dying,,Open,0,100,0,UG - University Central
9030,CCHU,9030,1A,,6,"Carlow,Jason Forbes",We 04:30PM - 06:20PM,LE4,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Image,  Space and Society",,Open,0,100,0,UG - University Central
9039,CCHU,9039,1A,,6,"Marchetti,Gina; Wong,Chi Wai William",We 04:30PM - 06:20PM,MWT7,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Sexuality and Culture,,Open,0,100,0,UG - University Central
9045,CCHU,9045,1A,,6,"Chan,Chi Fung Godfrey; Marcet,Marcus Mitchell; Shih,Kendrick Co",We 04:30PM - 06:20PM,MB201,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Vision: The Science and Art of Perception,,Open,0,100,0,UG - University Central
9051,CCHU,9051,1A,,6,"Chaturvedi,Amit",We 04:30PM - 06:20PM,CPD-3.28,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Mysteries of the Human Mind,,Open,0,100,0,UG - University Central
9052,CCHU,9052,1A,,6,"Chan,Cho Wai Joseph",We 02:30PM - 04:20PM,CPD-LG.18,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The Best Things in Life: A Philosophical Exploration,,Open,0,100,0,UG - University Central
9053,CCHU,9053,1A,,6,"Singh,Jaspal Naveel",We 12:30PM - 02:20PM,CPD-1.24,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Contested Words, Disputed Symbols",,Open,0,100,0,UG - University Central
9054,CCHU,9054,1A,,6,"Chin,Chin Shing Arthur",We 02:30PM - 04:20PM,CPD-3.28,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Borderlines - Questioning Boundaries in a Vague World,,Open,0,100,0,UG - University Central
9055,CCHU,9055,1A,,6,"Valdez,Jessica Rae",We 02:30PM - 04:20PM,CPD-LG.09,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Metamorphoses: Tales of Transformation,,Open,0,100,0,UG - University Central
9057,CCHU,9057,1A,,6,"Sites,Kevin Andrew",We 02:30PM - 04:20PM,LE3,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Killing Stories: A Search for Truth in the Narratives of War,,Open,0,100,0,UG - University Central
9061,CCHU,9061,1A,,6,"Brownnutt,Michael John; Palmer,David Alexander",We 12:30PM - 02:20PM,KK101,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Science and Religion: Questioning Truth, Knowledge and Life",,Open,0,100,0,UG - University Central
9063,CCHU,9063,1A,,6,"Wu,Yi-Jui Harry",We 04:30PM - 06:20PM,MWT2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Cultures of Madness,,Open,0,100,0,UG - University Central
9070,CCHU,9070,1A,,6,"Yau,Ching Mei Esther",We 02:30PM - 04:20PM,CPD-2.19,09/04/2019 - 11/27/2019,,Mo 06:30PM - 09:50PM,CPD-3.28,12/02/2019 - 12/02/2019,,,,,,,,,Making Movies: Creative Expression on Screen,,Open,0,100,0,UG - University Central
9071,CCHU,9071,1A,,6,"Tsang,Chiu Long",We 12:30PM - 02:20PM,CPD-LG.08,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Man Up: Masculinities in the Making,,Open,0,100,0,UG - University Central
9075,CCHU,9075,1A,,6,"Wang,Wei Jen",We 02:30PM - 04:20PM,MWT3,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Buddhist Architecture and Art: Cross-cultural Developments,,Open,0,100,0,UG - University Central
9078,CCHU,9078,1A,,6,,We 04:30PM - 06:20PM,CPD-LG.07,09/04/2019 - 12/04/2019,,,,,,,,,,,,,Contemplative Practices: From Personal Awareness to Social Well-being,,Open,0,100,0,UG - University Central
9002,CCST,9002,1A,,6,"Chiu,Kin Fung Thomas; Lee,Man Sang Arthur; Mok,Ah Chee Ida; Wong,Ka Lok",We 12:30PM - 02:20PM,CYPP3,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Quantitative Literacy in Science, Technology and Society",,Open,0,100,0,UG - University Central
9003,CCST,9003,1A,,6,"Kwok,Yu Kwong; Qi,Xinyu Andrea",Sa 10:30AM - 12:20PM,LE5,09/07/2019 - 09/07/2019,,Sa 02:00PM - 04:50PM,LE5,09/21/2019 - 10/05/2019,,Sa 09:30AM - 12:20PM,LE5,09/21/2019 - 10/26/2019,,,,,Everyday Computing and the Internet,,Open,0,100,0,UG - University Central
9006,CCST,9006,1A,,6,"Wong,Nai Sum",We 04:30PM - 07:20PM,CPD-LG.08,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Chasing Biomedical Miracles: Promises and Perils,,Open,0,100,0,UG - University Central
9009,CCST,9009,1A,,6,"Chan,Danny; Ho,Charlene C; Sham,Mai Har",We 02:30PM - 04:20PM,MB217,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Living with Stem Cells,,Open,0,100,0,UG - University Central
9016,CCST,9016,1A,,6,"Chan,Kwok Leung; Ko,Wai Lun Match",We 12:30PM - 02:20PM,LE2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Energy: Its Evolution and Environmental Impacts,,Open,0,100,0,UG - University Central
9017,CCST,9017,1A,,6,"Hua,Zheng; Ng,Tuen Wai; Yung,Siu Pang",We 12:30PM - 02:20PM,MWT6,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Hidden Order in Daily Life: A Mathematical Perspective,,Open,0,100,0,UG - University Central
9017,CCST,9017,1B,,6,"Hua,Zheng; Ng,Tuen Wai; Yung,Siu Pang",We 04:30PM - 06:20PM,MWT6,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Hidden Order in Daily Life: A Mathematical Perspective,,Open,0,100,0,UG - University Central
9020,CCST,9020,1A,,6,"Mak,Chai Kwong; Pan,Wei; Shih,Kaimin",We 02:30PM - 04:20PM,CYPP3,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Sustainable Development of the Built Environment,,Open,0,100,0,UG - University Central
9022,CCST,9022,1A,,6,"Chau,Hoi Fung; Pun,Chun Shing Jason",We 12:30PM - 02:20PM,KK102,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"How the Mass Media Depicts Science, Technology and the Natural World",,Open,0,100,0,UG - University Central
9023,CCST,9023,1A,,6,"King,Jessica Ann; Not,Christelle Aurelie",We 12:30PM - 02:20PM,KKLG109,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The Oceans: Science and Society,,Open,0,100,0,UG - University Central
9025,CCST,9025,1A,,6,"Sham,Pak Chung; Tsaloukidis,Athanasios Alexandros",We 02:30PM - 04:20PM,MWT7,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Genetics and Human Nature,,Open,0,100,0,UG - University Central
9026,CCST,9026,1A,,6,"Parker,Quentin Andrew",We 12:30PM - 02:20PM,CYPP2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Scientific Revolutions: Their Continuing Impact on Our World and Society,,Open,0,100,0,UG - University Central
9027,CCST,9027,1A,,6,"Saunders,Jeffrey Allen",We 02:30PM - 04:20PM,MWT2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The Science of Irrational Thinking,,Open,0,100,0,UG - University Central
9030,CCST,9030,1A,,6,"Chan,Wing Tat; Lim,Boon Leong; Mak,Ka Wai Karen; Phillips,David Lee",We 02:30PM - 04:20PM,CYPP4,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Forensic Science: Unmasking Evidence, Mysteries and Crimes",,Open,0,100,0,UG - University Central
9032,CCST,9032,1A,,6,"Cheung,Kwok Pun; Garcia,Renato Jose; Jia,Beisi",We 02:30PM - 04:20PM,CYPP2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"""Intelligent"" Architecture and Sustainability",,Open,0,100,0,UG - University Central
9034,CCST,9034,1A,,6,"Ran,Lishan",We 04:30PM - 06:20PM,KK101,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Living in a Hazardous World,,Open,0,100,0,UG - University Central
9035,CCST,9035,1A,,6,"Leung,Shuk Ching Jessica",We 02:30PM - 04:20PM,MB201,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Making Sense of Science-related Social Issues,,Open,0,100,0,UG - University Central
9037,CCST,9037,1A,,6,"Kane,Benjamin Robert",We 12:30PM - 02:20PM,KK201,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Mathematics: A Cultural Heritage,,Open,0,100,0,UG - University Central
9042,CCST,9042,1A,,6,"Chow,Kwok Wing; Wong,Kin Yip Kenneth; Wu,Yik Chung",We 12:30PM - 02:20PM,MWT1,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The World of Waves,,Open,0,100,0,UG - University Central
9048,CCST,9048,1A,,6,"Bonebrake,Timothy Carlton; Wong,Tak Kwong; Wotherspoon,Timothy David",We 02:30PM - 04:20PM,KK202,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Simplifying Complexity,,Open,0,100,0,UG - University Central
9050,CCST,9050,1A,,6,"Kwok,Ka Wai; Zhang,Fu",We 04:30PM - 06:20PM,KK201,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Robot: Flesh, Machines, Intelligence",,Open,0,100,0,UG - University Central
9051,CCST,9051,1A,,6,"Xu,Shijie",We 04:30PM - 06:20PM,KK102,09/04/2019 - 11/27/2019,,,,,,,,,,,,,What are We Made of – the Fundamental Nature of Matter,,Open,0,100,0,UG - University Central
9056,CCST,9056,1A,,6,"Ling,Chi Chung Francis",We 12:30PM - 02:20PM,CYPP4,09/04/2019 - 11/27/2019,,,,,,,,,,,,,The Force is with You: How Things Work,,Open,0,100,0,UG - University Central
9059,CCST,9059,1A,,6,"Worsley,Alan James",We 04:30PM - 06:20PM,CYPP3,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Poisons,,Open,0,100,0,UG - University Central
9068,CCST,9068,1A,,6,,We 02:30PM - 04:20PM,LBNMPZ,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Artificial Intelligence: Utopia or Dystopia,,Open,0,100,0,UG - University Central
9073,CCST,9073,1A,,6,,We 04:30PM - 06:20PM,CYPP2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Emotion, Cognition and Brain",,Open,0,100,0,UG - University Central
9001,CEDU,9001,1A,,6,,Fr 09:30AM - 11:20AM,CPD-LG.59,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Practical Chinese for BSc (Sp&HearSc) Students,,Open,0,100,0,UG - School of Chinese
9002,CEDU,9002,1A,,6,,Fr 12:30PM - 02:20PM,CPD-LG.59,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Practical Chinese for BA&BEd (LangEd) Students,,Open,0,100,0,UG - School of Chinese
9004,CEDU,9004,1A,,6,,Fr 03:30PM - 05:20PM,CPD-2.16,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Putonghua for BA&BEd (LangEd) Students,,Open,0,100,0,UG - School of Chinese
9007,CEDU,9007,1A,,6,,We 11:30AM - 12:20PM,CPD-LG.17,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Practical Chinese for BEd&BSc Students,,Open,0,100,0,UG - School of Chinese
9005,CEMD,9005,1A,,6,,We 09:30AM - 11:20AM,JLG03,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Practical Chinese for Pharmacy Students,,Open,0,100,0,UG - School of Chinese
9001,CENG,9001,1A,,6,,Fr 12:30PM - 02:20PM,KB223,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Practical Chinese for Engineering Students,,Open,0,100,0,UG - School of Chinese
9001,CENG,9001,1B,,6,,Tu 10:30AM - 12:20PM,CYPP2,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Practical Chinese for Engineering Students,,Open,0,100,0,UG - School of Chinese
1041,CHEM,1041,1A,,6,"Tong,Pui Ling",Mo 11:30AM - 12:20PM,CYPP4,09/02/2019 - 11/25/2019,,Th 10:30AM - 12:20PM,CYPP4,09/05/2019 - 11/28/2019,,,,,,,,,Foundations of chemistry,,Open,0,100,0,UG - Science Faculty
1042,CHEM,1042,1A,,6,"Tong,Pui Ling",Tu 02:30PM - 03:20PM,MWT2,09/03/2019 - 11/26/2019,,Fr 02:30PM - 03:20PM,MWT2,09/06/2019 - 11/29/2019,,,,,,,,,General chemistry I,,Open,0,100,0,UG - Science Faculty
1042,CHEM,1042,1B,,6,"Tong,Pui Ling",Tu 02:30PM - 03:20PM,MWT2,09/03/2019 - 11/26/2019,,Fr 02:30PM - 03:20PM,MWT2,09/06/2019 - 11/29/2019,,,,,,,,,General chemistry I,,Open,0,100,0,UG - Science Faculty
1043,CHEM,1043,1A,,6,"Phillips,David Lee; Tong,Pui Ling",Mo 03:30PM - 05:20PM,MWT1,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,MWT1,09/05/2019 - 11/28/2019,,,,,,,,,General chemistry II,,Open,0,100,0,UG - Science Faculty
2241,CHEM,2241,1A,,6,"Tse,Chun Ming Edmund",We 10:30AM - 12:20PM,CYCP1,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Analytical chemistry I,,Open,0,100,0,UG - Science Faculty
2341,CHEM,2341,1A,,6,"Yam,Wing Wah Vivian; Yuen,Mai Yan",Mo 10:30AM - 11:20AM,CYPP3,09/02/2019 - 11/25/2019,,Th 10:30AM - 11:20AM,CYPP3,09/05/2019 - 11/28/2019,,,,,,,,,Inorganic chemistry I,,Open,0,100,0,UG - Science Faculty
2441,CHEM,2441,1A,,6,"Li,Xiaoyu",Tu 10:30AM - 12:20PM,CYPP4,09/03/2019 - 11/26/2019,,Fr 11:30AM - 12:20PM,CYPP4,09/06/2019 - 11/29/2019,,,,,,,,,Organic chemistry I,,Open,0,100,0,UG - Science Faculty
2442,CHEM,2442,1A,,6,"Toy,Patrick Henry",Mo 02:30PM - 03:20PM,MWT3,09/02/2019 - 11/25/2019,,Th 02:30PM - 03:20PM,MWT3,09/05/2019 - 11/28/2019,,,,,,,,,Fundamentals of organic chemistry,,Open,0,100,0,UG - Science Faculty
3143,CHEM,3143,1A,,6,"Chan,Wai Kin; Wang,Yufeng",Mo 05:30PM - 06:20PM,CYPP2,09/02/2019 - 11/25/2019,,Th 04:30PM - 06:20PM,CYPP2,09/05/2019 - 11/28/2019,,,,,,,,,Introduction to materials chemistry,,Open,0,100,0,UG - Science Faculty
3241,CHEM,3241,1A,,6,"Chan,Wing Tat; Chu,Keung Ivan",Mo 02:30PM - 03:20PM,CYPP4,09/02/2019 - 11/25/2019,,Th 02:30PM - 03:20PM,CYPP4,09/05/2019 - 11/28/2019,,,,,,,,,Analytical chemistry II: chemical instrumentation,,Open,0,100,0,UG - Science Faculty
3241,CHEM,3241,1B,,6,"Chan,Wing Tat; Chu,Keung Ivan",Mo 02:30PM - 03:20PM,CYPP4,09/02/2019 - 11/25/2019,,Th 02:30PM - 03:20PM,CYPP4,09/05/2019 - 11/28/2019,,,,,,,,,Analytical chemistry II: chemical instrumentation,,Open,0,100,0,UG - Science Faculty
3341,CHEM,3341,1A,,6,"Yam,Wing Wah Vivian; Yuen,Mai Yan",Mo 03:30PM - 04:20PM,MWT3,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,MWT3,09/05/2019 - 11/28/2019,,,,,,,,,Inorganic chemistry II,,Open,0,100,0,UG - Science Faculty
3341,CHEM,3341,1B,,6,"Yam,Wing Wah Vivian; Yuen,Mai Yan",Mo 03:30PM - 04:20PM,MWT3,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,MWT3,09/05/2019 - 11/28/2019,,,,,,,,,Inorganic chemistry II,,Open,0,100,0,UG - Science Faculty
3441,CHEM,3441,1A,,6,"Li,Xiang David; Li,Xiaoyu",Tu 12:30PM - 01:20PM,CYPP4,09/03/2019 - 11/26/2019,,Fr 12:30PM - 02:20PM,CYPP4,09/06/2019 - 11/29/2019,,,,,,,,,Organic chemistry II,,Open,0,100,0,UG - Science Faculty
3442,CHEM,3442,1A,,6,"Toy,Patrick Henry",Tu 09:30AM - 10:20AM,CYCP1,09/03/2019 - 11/26/2019,,Fr 09:30AM - 11:20AM,CYCP1,09/06/2019 - 11/29/2019,,,,,,,,,Organic chemistry of biomolecules,,Open,0,100,0,UG - Science Faculty
3443,CHEM,3443,1A,,6,"Yuen,Mai Yan",We 10:30AM - 12:20PM,CYPP4,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Organic chemistry laboratory,,Open,0,100,0,UG - Science Faculty
3541,CHEM,3541,1A,,6,"Chen,Guanhua",Tu 01:30PM - 02:20PM,CYPP2,09/03/2019 - 11/26/2019,,Th 01:30PM - 02:20PM,CYPP2,09/05/2019 - 11/28/2019,,,,,,,,,Physical chemistry: Introduction to quantum chemistry,,Open,0,100,0,UG - Science Faculty
3541,CHEM,3541,1B,,6,"Chen,Guanhua",Tu 01:30PM - 02:20PM,CYPP2,09/03/2019 - 11/26/2019,,Th 01:30PM - 02:20PM,CYPP2,09/05/2019 - 11/28/2019,,,,,,,,,Physical chemistry: Introduction to quantum chemistry,,Open,0,100,0,UG - Science Faculty
4142,CHEM,4142,1A,,6,"Che,Chi Ming; Yam,Wing Wah Vivian",Mo 11:30AM - 12:20PM,CYPP3,09/02/2019 - 11/25/2019,,We 11:30AM - 12:20PM,CYPP3,09/04/2019 - 11/27/2019,,Fr 11:30AM - 12:20PM,CYPP3,09/06/2019 - 11/29/2019,,,,,"Symmetry, group theory and applications",,Open,0,100,0,UG - Science Faculty
4241,CHEM,4241,1A,,6,"Chan,Wing Tat; Chu,Keung Ivan",Mo 09:30AM - 10:20AM,CYPP3,09/02/2019 - 11/25/2019,,Tu 11:30AM - 12:20PM,CYPP3,09/03/2019 - 11/26/2019,,Th 11:30AM - 12:20PM,CYPP3,09/05/2019 - 11/28/2019,,,,,Modern chemical instrumentation and applications,,Open,0,100,0,UG - Science Faculty
4341,CHEM,4341,1A,,6,"Che,Chi Ming; Sun,Hongzhe; Yam,Wing Wah Vivian",Mo 12:30PM - 01:20PM,CYCP1,09/02/2019 - 11/25/2019,,Th 12:30PM - 01:20PM,CYCP1,09/05/2019 - 11/28/2019,,Fr 12:30PM - 01:20PM,CYCP1,09/06/2019 - 11/29/2019,,,,,Advanced inorganic chemistry,,Open,0,100,0,UG - Science Faculty
4342,CHEM,4342,1A,,6,"Au Yeung,Ho Yu; Yam,Wing Wah Vivian",Tu 09:30AM - 10:20AM,CYPP3,09/03/2019 - 11/26/2019,,Th 09:30AM - 10:20AM,CYPP3,09/05/2019 - 11/28/2019,,,,,,,,,Organometallic chemistry,,Open,0,100,0,UG - Science Faculty
4441,CHEM,4441,1A,,6,"Li,Xuechen; Yang,Dan",Tu 03:30PM - 04:20PM,CYPP3,09/03/2019 - 11/26/2019,,Fr 03:30PM - 05:20PM,CYPP3,09/06/2019 - 11/29/2019,,,,,,,,,Advanced organic chemistry,,Open,0,100,0,UG - Science Faculty
1103,CHIN,1103,1A,,6,,Th 10:30AM - 12:20PM,CPD-LG.10,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Introduction to standard works in modern Chinese literature,,Open,0,100,0,UG - School of Chinese
1107,CHIN,1107,1A,,6,,Fr 12:30PM - 02:20PM,CPD-1.24,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Creative writing,,Open,0,100,0,UG - School of Chinese
1109,CHIN,1109,1A,,6,"Mei,Zhen",We 10:30AM - 12:20PM,MB142,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Introduction to Chinese women's literature,,Open,0,100,0,UG - School of Chinese
1116,CHIN,1116,1A,,6,"Siu,King Wai",Tu 10:30AM - 12:20PM,KK202,09/03/2019 - 11/26/2019,,,,,,,,,,,,,General introduction to modern Chinese language,,Open,0,100,0,UG - School of Chinese
1119,CHIN,1119,1A,,6,"Sun,Yingying",Th 01:30PM - 03:20PM,CPD-LG.07,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Introduction to literary studies,,Open,0,100,0,UG - School of Chinese
1122,CHIN,1122,1A,,6,,Th 04:30PM - 06:20PM,KKLG110,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Chinese literature in the twentieth century,,Open,0,100,0,UG - School of Chinese
1124,CHIN,1124,1A,,6,"Simmons,Richard Van Ness",Fr 09:30AM - 11:20AM,MB142,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Chinese dialects and sociolinguistics,,Open,0,100,0,UG - School of Chinese
1201,CHIN,1201,1A,,6,,Th 04:30PM - 06:20PM,CPD-2.37,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Topical studies of Chinese history,,Open,0,100,0,UG - School of Chinese
1202,CHIN,1202,1A,,6,"Chan,Tin Ho",We 10:30AM - 12:20PM,CPD-G.01,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Introduction to the study of Chinese history,,Open,0,100,0,UG - School of Chinese
1205,CHIN,1205,1A,,6,"Chu,Ming Kin",Tu 04:30PM - 06:20PM,CPD-1.21,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Chinese history: a general survey,,Open,0,100,0,UG - School of Chinese
1207,CHIN,1207,1A,,6,"Fung,Kam Wing; Lam,Hok Chung",Tu 10:30AM - 12:20PM,CBA,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Traditional Chinese culture,,Open,0,100,0,UG - School of Chinese
1211,CHIN,1211,1A,,6,"Choi,Sung Hei",Tu 01:30PM - 03:20PM,CPD-LG.63,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Economic and social development in China,,Open,0,100,0,UG - School of Chinese
1311,CHIN,1311,1A,,6,"Song,Geng",Th 10:30AM - 12:20PM,CPD-2.37,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Introduction to translation,,Open,0,100,0,UG - School of Chinese
2121,CHIN,2121,1A,,6,"Ho,Kwai Cho",Th 12:30PM - 02:20PM,CPD-LG.59,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Prose up to the nineteenth century,,Open,0,100,0,UG - School of Chinese
2123,CHIN,2123,1A,,6,"Sun,Yingying",Th 04:30PM - 06:20PM,CPD-2.19,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Shi poetry up to the nineteenth century,,Open,0,100,0,UG - School of Chinese
2125,CHIN,2125,1A,,6,"Ho,Kwai Cho",Mo 12:30PM - 02:20PM,CPD-3.28,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Ci poetry up to the nineteenth century,,Open,0,100,0,UG - School of Chinese
2130,CHIN,2130,1A,,6,,Mo 12:30PM - 02:20PM,CPD-LG.34,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Modern Chinese literature (1917-1949): fiction,,Open,0,100,0,UG - School of Chinese
2136,CHIN,2136,1A,,6,"Sun,Yingying",Fr 12:30PM - 02:20PM,CPD-3.04,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Classical Chinese literary criticism,,Open,0,100,0,UG - School of Chinese
2138,CHIN,2138,1A,,6,"Tang,Pui Ling",Fr 09:30AM - 11:20AM,CPD-3.29,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Chinese etymology,,Open,0,100,0,UG - School of Chinese
2145,CHIN,2145,1A,,6,,We 08:30AM - 10:20AM,KKLG105,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Chinese theatre during the Yuan, Ming, and Qing periods",,Open,0,100,0,UG - School of Chinese
2149,CHIN,2149,1A,,6,"Tse,Yiu Kay",Fr 03:30PM - 05:20PM,JLG03,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Chinese language from social perspectives,,Open,0,100,0,UG - School of Chinese
